,Manufacturer,Model,Project Count,Usage Count,Min Unit Cost,Max Unit Cost,Average Unit Cost,Min Unit Price,Max Unit Price,Average Unit Price,Min Unit Labor Hours,Max Unit Labor Hours,Average Unit Labor Hours
Equipment,AXIS COMMUNICATIONS,T8516,6,7,542.99,594.99,580.13,743.74,991.99,931.75,0,1,0.86
Equipment,AXIS COMMUNICATIONS,T8524,3,3,692.99,697.99,696.32,1178.99,1187.46,1184.64,1,1,1
Equipment,AXIS COMMUNICATIONS,T90A66,2,8,75.99,75.99,75.99,113.99,113.99,113.99,0,0.75,0.09
Equipment,AXIS COMMUNICATIONS,T90B30,1,7,679.99,679.99,679.99,718.43,718.43,718.43,0,0,0
Equipment,AXIS COMMUNICATIONS,T91A10,2,2,14.99,14.99,14.99,18.19,18.19,18.19,0.25,0.25,0.25
Equipment,AXIS COMMUNICATIONS,T91A47 (60-110 MM),1,1,58.99,58.99,58.99,76.69,76.69,76.69,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T91A64,3,11,61.99,67.99,63.63,79.99,95,90.91,0,0.5,0.23
Equipment,AXIS COMMUNICATIONS,T91B50,1,2,169.99,169.99,169.99,239.68,239.69,239.69,0,0,0
Equipment,AXIS COMMUNICATIONS,T91B52,1,2,41.99,41.99,41.99,59.2,59.21,59.21,0,0,0
Equipment,AXIS COMMUNICATIONS,T91B62,2,2,146.99,160.99,153.99,187.18,205,196.09,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T91D61,4,45,65.99,65.99,65.99,99.99,99.99,99.99,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T91E61,6,46,30.99,33.5,31.1,47.68,56.62,48.1,0,0.5,0.08
Equipment,AXIS COMMUNICATIONS,T91G61,3,3,148.99,154.99,150.99,253.28,263.5,256.69,0.25,0.75,0.58
Equipment,AXIS COMMUNICATIONS,T91L61,3,4,0,76.99,57.74,0,130.89,94.39,0.25,0.75,0.5
Equipment,AXIS COMMUNICATIONS,T94A04L,3,3,107.99,107.99,107.99,115,145.99,135.66,0.5,1,0.83
Equipment,AXIS COMMUNICATIONS,T94B02D,1,6,22.5,22.5,22.5,30,30,30,0.25,0.25,0.25
Equipment,AXIS COMMUNICATIONS,T94B05L,7,15,53.99,53.99,53.99,69.99,78.99,71.79,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T94C01L,5,189,30.99,30.99,30.99,41.32,49.99,49.39,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T94K01D,2,63,30.99,30.99,30.99,47.99,47.99,47.99,0,0,0
Equipment,AXIS COMMUNICATIONS,T94K02L,2,2,60.99,61.99,61.49,103,104.7,103.85,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T94M01L,1,4,92.99,92.99,92.99,115,115,115,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T94M02D,1,1,84.99,84.99,84.99,139.99,139.99,139.99,0.25,0.25,0.25
Equipment,AXIS COMMUNICATIONS,T94M02L,7,31,83.99,84.99,84.44,84.99,121.41,112.99,1,1,1
Equipment,AXIS COMMUNICATIONS,T94N01D,1,9,69.99,69.99,69.99,108,108,108,0.5,0.5,0.5
Equipment,AXIS COMMUNICATIONS,T94R01B,3,16,45.5,45.99,45.96,70.75,76.99,71.14,0,0.25,0.02
Equipment,AXIS COMMUNICATIONS,T94S01L,1,2,32.99,32.99,32.99,49.99,49.99,49.99,1,1,1
Equipment,AXIS COMMUNICATIONS,T94S02L,14,42,0,58.99,56.18,0,88.71,82,1,1,1
Equipment,AXIS COMMUNICATIONS,T94T02D,4,57,37.99,38.99,38.06,64.99,66.7,65.11,0,0.25,0.1
Equipment,AXIS COMMUNICATIONS,T94V01D,1,1,69.99,69.99,69.99,99.99,99.99,99.99,1,1,1
Equipment,BANG & OLUFSEN,3D SHUTTER GLASSES,1,1,106.58,106.58,106.58,146,146,146,0.5,0.5,0.5
Equipment,BANG & OLUFSEN,4751,1,2,551,551,551,651.3,651.3,651.3,0,0,0
Equipment,BANG & OLUFSEN,6062,1,2,195,195,195,230.5,230.5,230.5,0,0,0
Speaker,BANG & OLUFSEN,BeoLab 18 - Silver,2,2,5016,5016,5016,7600,9120,8360,1,1,1
Equipment,BANG & OLUFSEN,BeoLab 18 Floor Base - Black,1,1,290.4,290.4,290.4,440,440,440,0.25,0.25,0.25
Speaker,BANG & OLUFSEN,BeoLab 18 Lamella Fronts - Oak,2,2,1036.2,1036.2,1036.2,1570,1884,1727,0.25,0.25,0.25
Equipment,BANG & OLUFSEN,BeoLab 18 Wall Bracket - Alu,1,1,290.4,290.4,290.4,528,528,528,0.25,0.25,0.25
Speaker,BANG & OLUFSEN,BeoLab 19 - Grey,1,1,2706,2706,2706,4100,4100,4100,0.5,0.5,0.5
Speaker,BANG & OLUFSEN,BEOLAB 20 (DO NOT ORDER),1,1,0,0,0,0,0,0,0,0,0
Equipment,BANG & OLUFSEN,BEOLAB TRANSMITTER 1,2,2,396,396,396,600,600,600,1,1,1
Speaker,BANG & OLUFSEN,BeoPlay A9 - Black with Walnut Legs,1,1,1916.29,1916.29,1916.29,2699,2699,2699,1,1,1
Equipment,BANG & OLUFSEN,BEOREMOTE ONE BT SILVER,1,2,292.5,292.5,292.5,375,375,375,1,1,1
Equipment,BANG & OLUFSEN,BEOSOUND ESSENCE REMOTE TABLE (ALUMINUM),1,1,194.7,194.7,194.7,194.7,194.7,194.7,0.25,0.25,0.25
Equipment,BANG & OLUFSEN,BEOVISION 11-55 CABLE COVER (BLACK),1,1,31.34,31.34,31.34,39.95,39.95,39.95,0.13,0.13,0.13
Equipment,BANG & OLUFSEN,BEOVISION 14-55 (SILVER/BLACK),1,2,6606.6,6606.6,6606.6,7911,7911,7911,0,0,0
Equipment,BANG & OLUFSEN,BEOVISION HORIZON-48 (BLACK),1,1,3993.6,3993.6,3993.6,5120,5120,5120,2,2,2
Equipment,BARCO,CLICKSHARE CS-100,1,3,200,1000,733.33,200,1499.99,1066.33,0.5,1,0.83
Equipment,BARCO,CLICKSHARE CSE-200,2,2,1750,1750,1750,1750,2499.99,2125,1,1,1
Wire,BELDEN WIRE,18/6 PLENUM 1000',4,5,338.99,338.99,338.99,576.28,576.28,576.28,0,0,0
Equipment,BIAMP,EIC-4,5,19,177,182,178.32,354,364,356.63,0.25,0.5,0.36
Equipment,BIAMP,EIOC-4,1,1,167,167,167,334,334,334,0.25,0.25,0.25
Equipment,BIAMP,EOC-4,3,14,156,156,156,312,312,312,0.25,0.25,0.25
Equipment,BIAMP,EX-MOD,5,12,944,944,944,1888,1888,1888,0.5,1,0.92
Equipment,BIAMP,SIC-4,6,54,177,177,177,269.41,350,282.84,0.25,0.25,0.25
Equipment,BIAMP,SOC-4,6,105,156,156,156,237.44,300,253.53,0.25,0.25,0.25
Equipment,BIAMP,TESIRA AMP-4300R CV,3,27,2050,2050,2050,3120.24,3120.24,3120.24,1,1,1
Equipment,BIAMP,TESIRA DSP-2,3,18,419,419,419,637.75,637.75,637.75,1,1,1
Equipment,BIAMP,TESIRA EX-IN,1,1,699,699,699,699,699,699,0.5,0.5,0.5
Equipment,BIAMP,TESIRA EX-IO,6,9,699,699,699,1063.93,1398,1175.28,1,1,1
Equipment,BIAMP,TESIRA EX-OUT,4,4,699,699,699,932,1398,1281.5,0.5,1,0.75
Equipment,BIAMP,TESIRA RMK1,4,7,17.5,17.5,17.5,26.64,35,27.83,0.13,0.13,0.13
Equipment,BIAMP,TESIRA RMK-1,2,3,17.5,17.5,17.5,35,35,35,0.13,0.5,0.38
Equipment,BIAMP,TESIRA SERVER,3,3,3990,3990,3990,6073.06,6073.06,6073.06,2,2,2
Equipment,BIAMP,TESIRA SERVER-IO,4,13,3675,3675,3675,5593.61,7350,5728.71,2,2,2
Equipment,BIAMP,TESIRA SERVER-IO AVB,2,2,3675,3675,3675,7350,7350,7350,2,2,2
Equipment,BIAMP,TESIRAFORTÉ AI,1,1,1299,1299,1299,1855.71,1855.71,1855.71,1,1,1
Equipment,BIAMP,TESIRAFORTÉ AVB AI,14,21,1499,1499,1499,2281.58,2998,2793.31,0,1,0.95
Equipment,BIAMP,TESIRAFORTÉ AVB CI,1,1,1849,1849,1849,2465.33,2465.33,2465.33,1,1,1
Equipment,BIAMP,TESIRAFORTÉ DAN AI,1,1,1599,1599,1599,1998.75,1998.75,1998.75,2,2,2
Equipment,BOGEN,PRS48,1,1,63.5,63.5,63.5,79.38,79.38,79.38,0.25,0.25,0.25
Equipment,BOGEN,RPKUTI1,1,1,37.99,37.99,37.99,50.65,50.65,50.65,0.25,0.25,0.25
Equipment,BOGEN,UTI1,1,1,185,185,185,246.67,246.67,246.67,1,1,1
Equipment,BOSCH,5601P,118,420,8.79,10.99,9.09,8.79,37.51,30.06,0,1,0.75
Equipment,BOSCH,DS151i,6,185,54.99,54.99,54.99,58.1,91.99,66.71,0.2,0.5,0.24
Equipment,BOSCH,DS160,3,37,61.99,63.99,62.31,82.65,127.98,95.71,0.25,0.25,0.25
Equipment,BOSCH,FCP-500-EK,1,11,337.99,337.99,337.99,567.82,567.82,567.82,1,1.5,1.45
Equipment,BOSCH,FCP-500-EPK,2,6,362.99,362.99,362.99,609.86,609.86,609.86,1,1.5,1.17
Equipment,CARLON,CSC200ADJC,1,5,2.95,2.95,2.95,6.85,6.85,6.85,0.25,0.25,0.25
Equipment,CARLON,E987R,8,8,13.5,13.5,13.5,13.5,27,25.31,0.25,0.25,0.25
Equipment,CHATSWORTH PRODUCTS,40153-012,1,2,148.57,148.57,148.57,198.09,198.09,198.09,2,2,2
Equipment,CHIEF,CMA105,4,4,23.22,23.76,23.63,0,44,30.49,0,0.25,0.19
Equipment,CHIEF,CMA110,4,4,35.64,36.72,35.91,66,68,66.5,0.25,2,1.56
Equipment,CHIEF,CMA115,1,1,29.7,29.7,29.7,55,55,55,0.5,0.5,0.5
Equipment,CHIEF,CMA115W,1,2,30.78,30.78,30.78,41.04,41.04,41.04,0.25,0.25,0.25
Equipment,CHIEF,CMS003,5,5,6.16,6.16,6.16,11.4,11.4,11.4,0.25,0.5,0.4
Equipment,CHIEF,CMS006009,3,3,36.18,38.34,37.62,54.77,71,64.26,0.25,0.5,0.33
Equipment,CHIEF,CMS009,1,1,19.22,19.22,19.22,35.6,35.6,35.6,0.25,0.25,0.25
Equipment,CHIEF,CMS009012W,1,2,54,54,54,72,72,72,0.25,0.25,0.25
Equipment,CHIEF,CMS0203,1,1,75.06,75.06,75.06,139,139,139,0.5,0.5,0.5
Equipment,CHIEF,FHB3034,1,1,5.25,5.25,5.25,10.5,10.5,10.5,0.15,0.15,0.15
Equipment,CHIEF,LSM1U,5,14,114.48,114.48,114.48,212,212,212,1,2,1.43
Equipment,CHIEF,LSTU,2,3,85.86,87.48,86.4,125,162,137.33,1,2,1.67
Equipment,CHIEF,LTM1U,37,67,0,170.1,158.55,0,320,290.25,0,2,1.03
Equipment,CHIEF,LTTU,4,57,114.48,114.48,114.48,174.25,212,176.23,0.5,1,0.97
Equipment,CHIEF,LVS1U,4,12,482.4,482.4,482.4,804,804,804,0.5,2,1.5
Equipment,CHIEF,MCM1U,1,1,139.32,139.32,139.32,258,258,258,2,2,2
Equipment,CHIEF,MTM1U,28,56,105.3,105.3,105.3,195,195,195,0.5,1,0.98
Equipment,CHIEF,MTMS1U,3,12,99.9,99.9,99.9,206,206,206,1,1,1
Equipment,CHIEF,MWRUB,2,5,282.42,282.42,282.42,523,523,523,1,1,1
Equipment,CHIEF,PAC501B,6,6,142.56,150.66,143.91,264,279,266.5,0.5,1,0.92
Equipment,CHIEF,PAC525,9,14,41.4,41.4,41.4,69,69,69,0.25,0.5,0.38
Equipment,CHIEF,PAC525FW,9,20,44.55,59.4,57.92,79,99,94.42,0.5,0.5,0.5
Equipment,CHIEF,PAC526FCW,4,74,101.4,101.4,101.4,154.34,186,155.19,0.5,0.5,0.5
Equipment,CHIEF,PDRU-X,3,4,451.44,451.44,451.44,836,836,836,1,2,1.5
Equipment,CHIEF,PNRIW2000B,1,1,335.34,335.34,335.34,621,621,621,2,2,2
Equipment,CHIEF,PNRIWUB,5,5,393.12,416.34,397.76,728,771,736.6,1,3,2.6
Equipment,CHIEF,PNRUB,6,8,393.12,416.34,396.02,728,771,733.38,1,2,1.88
Equipment,CHIEF,PSMH2079,3,3,485.46,504.36,491.76,899,934,910.67,0.5,1,0.83
Equipment,CHIEF,RPAU,3,3,118.8,118.8,118.8,169.71,220,203.24,0.5,0.5,0.5
Equipment,CHIEF,RPMA364,1,2,142.56,142.56,142.56,190.08,190.08,190.08,1,1,1
Equipment,CHIEF,SLB364,1,2,82.62,82.62,82.62,110.16,110.16,110.16,0.25,0.25,0.25
Equipment,CHIEF,TA500,102,303,130.05,164.7,136.71,0,365.72,273.02,0,1.5,0.83
Equipment,CHIEF,TA501,5,11,139.32,139.32,139.32,258,258,258,1,1,1
Equipment,CHIEF,TA502,5,6,111.24,111.24,111.24,206,206,206,0.5,1,0.58
Equipment,CHIEF,TPK1,1,1,23.22,23.22,23.22,43,43,43,2,2,2
Equipment,CHIEF,TPMUB,1,1,190.08,190.08,190.08,352,352,352,1,1,1
Equipment,CHIEF,TS118SU,7,7,74.52,78.3,75.6,138,145,140,0.5,2,1.36
Equipment,CHIEF,TS218SU,9,11,132.84,132.84,132.84,246,246,246,0.5,2,1.59
Equipment,CHIEF,TS318SU,1,1,183.06,183.06,183.06,339,339,339,1,1,1
Equipment,CHIEF,TS318TU,23,46,201.96,213.84,202.73,374,535,385.93,0,2,1.65
Equipment,CHIEF,TS325TU,58,114,0,244.08,231.04,0,452,412.39,0,2,1.35
Equipment,CHIEF,TS525TU,185,463,0,305.64,290.1,0,566,512.43,0,2,1.45
Equipment,CHIEF,VCMU,6,6,248.4,248.4,248.4,460,460,460,1,3,2.33
Equipment,CHIEF,VCTUB,2,2,323.46,323.46,323.46,404.33,599,501.66,0.5,0.5,0.5
Equipment,CHIEF,WMA2S,1,2,113.4,113.4,113.4,141.75,141.75,141.75,0.5,0.5,0.5
Equipment,CHIEF,XTM1U,21,44,190.08,201.42,190.6,275,373,317.01,0.5,2,1.93
Equipment,CIMPLE,CLIENT MOUNT,62,182,6.97,10.47,7.59,7.74,21,14.22,0.25,0.25,0.25
Equipment,CINEMATECH,CUSTOM,5,10,2300,72497,26392.5,4600,79202,38712.7,0,10,2.8
Equipment,CINEMATECH,FABRIC,1,1,947,947,947,1894,1894,1894,0,0,0
Equipment,CISCO,SG350-10MP,1,1,378.16,378.16,378.16,792,792,792,0.5,0.5,0.5
Equipment,CISCO,SG350-28MP,3,3,792.99,1217.66,934.55,1799.99,2813,2137.66,0.5,0.5,0.5
Equipment,CISCO,SG350-52MP,8,15,1217.66,1335.72,1225.53,1623.55,2813,2094.36,0.5,0.5,0.5
Equipment,CLEARAUDIO,CONCERTO V2,4,4,1485,1485,1485,2475,2475,2475,0.08,0.08,0.08
Equipment,CLEARAUDIO,PERFORMANCE DC (W/MAGNIFY TONEARM),4,4,3300,3300,3300,5500,5500,5500,1,1,1
Equipment,CLEAR-COM,CC-26K-X4,1,6,167.32,167.32,167.32,209.15,209.15,209.15,0,0,0
Equipment,CLEAR-COM,MS-702,1,1,1060.91,1060.91,1060.91,1326.14,1326.14,1326.14,1,1,1
Equipment,CLEAR-COM,RS-701,1,6,254.78,254.78,254.78,318.48,318.48,318.48,0.5,0.5,0.5
Equipment,CLEERLINE TECHNOLOGY GROUP,SSF-1RU-E3,1,2,192.17,192.17,192.17,384.34,384.34,384.34,0.5,0.5,0.5
Equipment,CLEERLINE TECHNOLOGY GROUP,SSF-BLANK,7,24,8.66,8.66,8.66,14.43,17.32,17.2,0.13,0.13,0.13
Equipment,CLEERLINE TECHNOLOGY GROUP,SSF-LC24-MM-OM3-4,2,12,94.33,94.33,94.33,188.66,188.66,188.66,0.25,0.25,0.25
Equipment,CLEERLINE TECHNOLOGY GROUP,SSF-LC-MMFPC-10 (10 Pack),4,30,104.5,104.5,104.5,209,209,209,2.5,2.5,2.5
Equipment,CLEERLINE TECHNOLOGY GROUP,SSF-LC-SMUPC-10,3,6,104.98,104.98,104.98,174.97,209.96,198.3,0.5,2.5,1.5
Equipment,CLEERLINE TECHNOLOGY GROUP,SSF-LWM-SPLIT-WL-E12,2,2,359.02,359.02,359.02,718.04,718.04,718.04,0.25,0.25,0.25
Equipment,CLEERLINE TECHNOLOGY GROUP,SSF-SWM-SOLID-WL-E2,5,8,141.72,141.72,141.72,236.2,283.44,277.54,0.25,0.25,0.25
Equipment,CLINTONELECTRONICS,CE-CP12B,2,66,50,50,50,76.92,76.92,76.92,0,0,0
Equipment,CLINTONELECTRONICS,CE-CPPA -B,2,60,15,15,15,23.08,23.08,23.08,0,0,0
Speaker,COASTAL SOURCE,10.0 2-WAY ELLIPSE BOLLARD,2,96,547.5,547.5,547.5,1095,1095,1095,1,1.5,1.27
Equipment,COASTAL SOURCE,14.0 BOLLARD SUBWOOFER,1,13,1747.5,1747.5,1747.5,3495,3495,3495,1,1,1
Wire,COASTAL SOURCE,AYDPPR,2,74,24,24,24,48,48,48,0.08,0.08,0.08
Wire,COASTAL SOURCE,C0512/2BK,2,55,12,12,12,24,24,24,0.08,0.08,0.08
Wire,COASTAL SOURCE,C10012/2BK,2,44,120,120,120,240,240,240,0.08,0.08,0.08
Wire,COASTAL SOURCE,C1012/2BK,1,24,21,21,21,42,42,42,0.08,0.08,0.08
Wire,COASTAL SOURCE,C1012/2BK-SP,2,4,472.5,472.5,472.5,945,945,945,2,2,2
Wire,COASTAL SOURCE,C2512/2BK,2,10,45,45,45,90,90,90,0.08,0.08,0.08
Wire,COASTAL SOURCE,C2512/2BK-SP,2,5,405,405,405,810,810,810,0.8,0.8,0.8
Wire,COASTAL SOURCE,C5012/2BK,2,49,72,72,72,144,144,144,0.08,0.08,0.08
Equipment,COASTAL SOURCE,CRS1400/4,4,5,2397,2397,2397,3995,3995,3995,1,1,1
Equipment,COASTAL SOURCE,CRS700/4,2,8,1797,1797,1797,3594,3594,3594,1,1,1
Equipment,COASTAL SOURCE,JBX-C,2,12,177,177,177,354,354,354,0.25,0.25,0.25
Equipment,CONTROL4,AC-FMTS1-W,2,10,17.97,17.97,17.97,29.95,32.67,31.04,0.25,0.25,0.25
Equipment,CONTROL4,C4 DOOR LOCK ALLOWANCE,1,2,400,400,400,800,800,800,1,1,1
Equipment,CONTROL4,C4-4SIGHT-E,27,34,60,60,60,66.67,109.09,95.03,0.25,0.25,0.25
Equipment,CONTROL4,C4-AK-3M,6,22,12,12,12,13.33,20,17.64,0.08,0.25,0.24
Equipment,CONTROL4,C4-APD120-WH,4,8,108,108,108,139,180,174.88,0.17,0.5,0.43
Equipment,CONTROL4,C4-CA1,20,24,240,240,240,266.67,480,353.23,0.5,0.5,0.5
Equipment,CONTROL4,C4-CBL3.5-DB9B,43,81,11.4,11.4,11.4,12.67,22.8,18.7,0.1,0.25,0.14
Equipment,CONTROL4,C4-DIN-2PAN,1,1,250,250,250,500,500,500,0.5,0.5,0.5
Equipment,CONTROL4,C4-DIN-5PAN,3,8,375,375,375,750,750,750,1,1,1
Equipment,CONTROL4,C4-DIN-8DIM-E-V2,3,29,600,600,600,1200,1200,1200,0.5,0.5,0.5
Equipment,CONTROL4,C4-DIN-8ESW-E,2,3,175,175,175,350,350,350,0.5,0.5,0.5
Equipment,CONTROL4,C4-DIN-8REL-E-V2,2,3,425,425,425,850,850,850,1,1,1
Equipment,CONTROL4,C4-DIN-BEG-V2,1,1,125,125,125,250,250,250,1,1,1
Equipment,CONTROL4,C4-DIN-BPS48,1,2,75,75,75,150,150,150,0.5,0.5,0.5
Equipment,CONTROL4,C4-DIN-SF,1,1,6,6,6,12,12,12,0.17,0.17,0.17
Equipment,CONTROL4,C4-DIN-TB-8DIM,1,9,35,35,35,70,70,70,0.25,0.25,0.25
Equipment,CONTROL4,C4-DIN-TB-PO,1,1,12.5,12.5,12.5,25,25,25,0.1,0.1,0.1
Equipment,CONTROL4,C4-DSFM-BL,1,1,720,720,720,1200,1200,1200,1,1,1
Equipment,CONTROL4,C4-EA1-POE-V2-RSK,5,22,450,450,450,750,803.57,752.44,1.5,4,2.52
Equipment,CONTROL4,C4-EA1RMK1-BL,11,14,25,25,25,41.67,50,49.4,0.25,0.25,0.25
Equipment,CONTROL4,C4-EA1RMK2-BL,1,1,25,25,25,50,50,50,0.25,0.25,0.25
Equipment,CONTROL4,C4-EA1-V2,5,6,360,360,360,600,600,600,1,2,1.33
Equipment,CONTROL4,C4-EA1-V2-RSK,38,122,450,450,450,500,750,701.35,1,4,2.46
Equipment,CONTROL4,C4-EA3RMK1-BL,11,11,25,25,25,33.33,50,48.48,0.25,0.25,0.25
Equipment,CONTROL4,C4-EA3-V2,4,4,600,600,600,1000,1000,1000,1,2,1.5
Equipment,CONTROL4,C4-EA3-V2-RSK,13,13,750,750,750,1071.43,1300,1282.42,1,2,1.19
Equipment,CONTROL4,C4-EA5-V2,8,8,1200,1200,1200,1846.15,2000,1980.77,1,2,1.5
Equipment,CONTROL4,C4-EA5-V2-RSK,19,20,1350,1350,1350,1500,2454.55,2115.09,1,1.5,1.2
Equipment,CONTROL4,C4-FP1-WH,1,30,3.9,3.9,3.9,6.5,6.5,6.5,0.01,0.01,0.01
Equipment,CONTROL4,C4-KA-WH,1,3,24,24,24,33,33,33,0.17,0.17,0.17
Equipment,CONTROL4,C4-KCB-WH,3,86,100,100,100,200,200,200,0.3,0.5,0.43
Equipment,CONTROL4,C4-LU1082D,1,1,6000,6000,6000,9230.77,9230.77,9230.77,2,2,2
Equipment,CONTROL4,C4-LU1E,3,13,200,200,200,307.69,335,318.2,0.5,0.5,0.5
Equipment,CONTROL4,C4-LU642D,1,1,3600,3600,3600,6000,6000,6000,2,2,2
Equipment,CONTROL4,C4-LU862,1,1,4800,4800,4800,6650,6650,6650,2,2,2
Equipment,CONTROL4,C4-NWB57C-P,1,5,5.99,5.99,5.99,9.22,9.22,9.22,0.25,0.25,0.25
Equipment,CONTROL4,C4-RWB57C-P,5,21,5.99,5.99,5.99,9.98,9.99,9.99,0.25,0.5,0.27
Equipment,CONTROL4,C4-SR260RSK,3,3,150,150,150,200,300,266.67,0.25,0.5,0.33
Equipment,CONTROL4,C4-SW120277-AU,1,2,84,84,84,110,110,110,0.17,0.17,0.17
Equipment,CONTROL4,C4-SW120277-WH,1,1,84,84,84,110,110,110,0.17,0.17,0.17
Equipment,CONTROL4,C4-THERM-WH,4,16,210,210,210,256,381.82,340.33,0.5,0.5,0.5
Equipment,CONTROL4,C4-TT10-BL,3,4,630,630,630,954.55,1260,1107.27,0.25,0.25,0.25
Equipment,CONTROL4,C4-TT7-1-BL,1,2,475,475,475,625,625,625,0.25,0.25,0.25
Equipment,CONTROL4,C4-WALL7-1-BL,6,18,450,450,450,818.18,900,890.91,0.5,1,0.92
Equipment,CONTROL4,C4-WALL7-1-WH,1,5,450,450,450,692.31,692.31,692.31,0.5,0.5,0.5
Equipment,CONTROL4,C4-WMEA1,17,63,15,15,15,16.67,30,25.26,0.25,0.25,0.25
Equipment,CONTROL4,C4-WMEA3,3,3,15,15,15,20,30,26.67,0.25,0.25,0.25
Equipment,CONTROL4,C4-Z2IO,2,4,90,90,90,180,180,180,0.5,0.5,0.5
Equipment,CONTROL4,TS-AMS24,11,11,1200,1200,1200,1846.15,2400,2349.65,1,2,1.09
Equipment,CONTROL4,TS-AMS8,7,7,600,600,600,789.47,1200,1058.24,1,1,1
Equipment,CONTROL4,TS-PAMP1-200,2,3,400,400,400,800,800,800,0.5,0.5,0.5
Equipment,CONTROL4,TS-PAMP4-100,8,11,600,600,600,1090.91,1200,1190.08,1,1,1
Equipment,CONTROL4,TS-PAMP8-100,17,22,850,850,850,1118.42,1700,1636.1,1,1,1
Equipment,CONTROL4,TS-SAMP1-100-BL,2,6,420,420,420,600,600,600,1,1,1
Equipment,CONTROLWORKS,DIRECTV TCP/IP CONTROL MODULE,1,1,350,350,350,399.99,399.99,399.99,0.5,0.5,0.5
Equipment,COOL COMPONENTS,FK-120-2,5,5,41.95,41.95,41.95,84,84,84,0.5,0.5,0.5
Equipment,COOL COMPONENTS,TC-ALTv2,2,2,34.95,34.95,34.95,82,82,82,0.5,1,0.75
Equipment,COOL COMPONENTS,TC-ASC-2,1,1,195,195,195,300,300,300,0.5,0.5,0.5
Equipment,CRESTRON,AMP-150-70,1,11,250,250,250,500,500,500,0.5,0.5,0.5
Equipment,CRESTRON,AUD-EXT-202,3,4,150,150,150,300,300,300,0.5,1,0.75
Equipment,CRESTRON,AV3,6,18,2200,2200,2200,3142.86,4400,3453.95,1,4,3.83
Equipment,CRESTRON,C2N-AMP-4X100,1,1,650,650,650,1300,1300,1300,1.5,1.5,1.5
Equipment,CRESTRON,C2N-AMP-6X100,2,3,1250,1250,1250,2500,2500,2500,1,1,1
Equipment,CRESTRON,C2N-CBD-P-X-X,13,133,180,180,180,257.14,360,308,0.5,0.5,0.5
Equipment,CRESTRON,C2N-HBLOCK,5,20,150,150,150,228.31,300.43,246.25,0.5,3,2.5
Equipment,CRESTRON,C2N-RTHS,4,22,175,175,175,175,300,267.74,0,0.5,0.45
Equipment,CRESTRON,C2N-SPWS300,4,5,750,750,750,1500,1500,1500,0.5,8,5
Equipment,CRESTRON,C3COM-3,1,2,350,350,350,700,700,700,0.5,0.5,0.5
Equipment,CRESTRON,C3IR-8,7,12,350,350,350,700,700,700,0.5,0.5,0.5
Equipment,CRESTRON,C3RY-8,2,5,250,250,250,500,500,500,0.5,1,0.8
Equipment,CRESTRON,CAEN-2X1,3,12,120,120,120,240,240,240,1,1,1
Equipment,CRESTRON,CAEN-4X1,2,2,140,140,140,280,280,280,1,1,1
Equipment,CRESTRON,CAEN-5X1-MLO-120/2P,1,3,800,800,800,1600,1600,1600,1,1,1
Equipment,CRESTRON,CAEN-7X1,5,5,250,250,250,500,500,500,1,1,1
Equipment,CRESTRON,CAEN-7X2,2,4,400,400,400,800,800,800,1,1,1
Equipment,CRESTRON,CAEN-BLOCK,2,5,75,75,75,150,150,150,0.5,1,0.9
Equipment,CRESTRON,CB6-BTNX-CHOOSE COLOR,1,195,5,5,5,10,10,10,0.05,0.05,0.05
Equipment,CRESTRON,CB6S-BTNX-X-CHOOSE COLOR,1,39,10,10,10,20,20,20,0.25,0.25,0.25
Equipment,CRESTRON,CEN-CI3-1,5,8,250,250,250,500,500,500,0.5,0.5,0.5
Equipment,CRESTRON,CEN-CI3-3,3,3,900,900,900,1800,1800,1800,1,1,1
Equipment,CRESTRON,CEN-GWEXER,11,38,225,225,225,225,450,444.08,0.5,1,0.93
Equipment,CRESTRON,CEN-IO-COM-102,1,4,185,185,185,370,370,370,1,1,1
Equipment,CRESTRON,CEN-IO-IR-104,1,1,185,185,185,370,370,370,1,1,1
Equipment,CRESTRON,CHV-RSS,1,1,125,125,125,250,250,250,0.5,0.5,0.5
Equipment,CRESTRON,CHV-RTHS,8,82,125,125,125,250,250,250,0.5,0.5,0.5
Equipment,CRESTRON,CHV-RTS,1,9,75,75,75,150,150,150,0.5,0.5,0.5
Equipment,CRESTRON,CHV-THSTAT-X,7,81,300,300,300,600,600,600,0.5,0.5,0.5
Equipment,CRESTRON,CHV-TSTATX,3,3,250,250,250,250,500,416.67,0.5,0.5,0.5
Equipment,CRESTRON,CLK-YL-YRD216-CR2-XX,1,3,227.5,227.5,227.5,350,350,350,0.5,0.5,0.5
Equipment,CRESTRON,CLT-2DIMU8,2,14,35,35,35,70,70,70,0.25,0.5,0.3
Equipment,CRESTRON,CLT-4HSW4,2,3,35,35,35,70,70,70,0.5,0.5,0.5
